family,genus,species,lme,fao,survey,herbivory,feedingtype,feeding.mode,dietroph,foodtroph,level.diet,tl,body.shape,body.shape.lateral,body.shape.cross,fin.shape,fin.shape.fishbase,AR,level.AR,egg.size,level.egg.size,spawning.type.fb,spawning.type,Linf,K,level.growth,Lmax,level.Lmax,tmax,level.longevity,tm,Lm,level.maturity,fecundity,level.fecundity,habitat
Scophthalmidae,Lepidorhombus,whiffiagonis,24,27,NA,mainly_animals_(troph._2.8_and_up),hunting_macrofauna_(predator),benthivorous,4.34,3.51,spe,4.34,flat,fusiform_-_normal,compressed,rounded,more_or_less_truncate,1.095650315,spe,1.1,spe,open_water-substratum_egg_scatterers,open_water-substratum,59.40000153,0.129999995,spe-eco,60,spe,16,spe,2.833333333,NA,spe-ocean,500000,spe,bathydemersal
Scophthalmidae,Lepidorhombus,whiffiagonis,22,27,NA,mainly_animals_(troph._2.8_and_up),hunting_macrofauna_(predator),benthivorous,4.34,3.51,spe,4.34,flat,fusiform_-_normal,compressed,rounded,more_or_less_truncate,1.095650315,spe,1.1,spe,open_water-substratum_egg_scatterers,open_water-substratum,57.54999924,0.1244247,spe-eco,60,spe,16,spe,2.833333333,NA,spe-ocean,500000,spe,bathydemersal
Scophthalmidae,Lepidorhombus,whiffiagonis,59,27,NA,mainly_animals_(troph._2.8_and_up),hunting_macrofauna_(predator),benthivorous,4.34,3.51,spe,4.34,flat,fusiform_-_normal,compressed,rounded,more_or_less_truncate,1.095650315,spe,1.1,spe,open_water-substratum_egg_scatterers,open_water-substratum,58.16666667,0.126227862,spe-fao,60,spe,16,spe,2.833333333,NA,spe-ocean,500000,spe,bathydemersal
Scophthalmidae,Lepidorhombus,whiffiagonis,23,27,NA,mainly_animals_(troph._2.8_and_up),hunting_macrofauna_(predator),benthivorous,4.34,3.51,spe,4.34,flat,fusiform_-_normal,compressed,rounded,NA,1.095650315,spe,1.1,spe,open_water-substratum_egg_scatterers,open_water-substratum,58.16666667,0.126227862,spe-fao,60,spe,16,spe,2.833333333,NA,spe-ocean,500000,spe,bathydemersal
Scophthalmidae,Phrynorhombus,norvegicus,59,27,NA,mainly_animals_(troph._2.8_and_up),hunting_macrofauna_(predator),benthivorous,NA,3.98,spe,3.98,flat,short_and_-_or_deep,NA,rounded,more_or_less_truncate,1.146175355,fam,1.037500009,fam,NA,open_water-substratum,55.39411792,0.202004698,fam-fao,12,spe-SL,12,fam,2.7,NA,fam-ocean,10000000,fam-ocean,benthopelagic
Scophthalmidae,Phrynorhombus,norvegicus,22,27,NA,mainly_animals_(troph._2.8_and_up),hunting_macrofauna_(predator),benthivorous,NA,3.98,spe,3.98,flat,short_and_-_or_deep,NA,rounded,NA,1.146175355,fam,1.037500009,fam,NA,open_water-substratum,58.52222273,0.225108875,fam-eco,12,spe-SL,12,fam,2.7,NA,fam-ocean,10000000,fam-ocean,benthopelagic
Scophthalmidae,Phrynorhombus,norvegicus,24,27,NA,mainly_animals_(troph._2.8_and_up),hunting_macrofauna_(predator),benthivorous,NA,3.98,spe,3.98,flat,short_and_-_or_deep,NA,rounded,NA,1.146175355,fam,1.037500009,fam,NA,open_water-substratum,66.06666565,0.225060437,fam-eco,12,spe-SL,12,fam,2.7,NA,fam-ocean,10000000,fam-ocean,benthopelagic
Scophthalmidae,Scophthalmus,aquosus,6,31,NA,mainly_animals_(troph._2.8_and_up),hunting_macrofauna_(predator),generalists,4.166666667,4.090000019,genus,4.166666667,flat,NA,NA,rounded,NA,1.064394712,spe,1.099999964,spe,NA,open_water-substratum,39.64999962,0.256264467,spe-ocean,46,spe,7,spe-eco,4,49,gen-ocean,10000000,gen-ocean,demersal
Scophthalmidae,Scophthalmus,aquosus,7,21,NA,mainly_animals_(troph._2.8_and_up),hunting_macrofauna_(predator),generalists,4.166666667,4.090000019,genus,4.166666667,flat,NA,NA,rounded,NA,1.064394712,spe,1.099999964,spe,NA,open_water-substratum,39.64999962,0.256264467,spe-eco,46,spe,7,spe-eco,4,49,gen-ocean,10000000,gen-ocean,demersal
Scophthalmidae,Scophthalmus,aquosus,6,21,NA,mainly_animals_(troph._2.8_and_up),hunting_macrofauna_(predator),generalists,4.166666667,4.090000019,genus,4.166666667,flat,NA,NA,rounded,NA,1.064394712,spe,1.099999964,spe,NA,open_water-substratum,39.64999962,0.256264467,spe-fao,46,spe,7,spe-eco,4,49,gen-ocean,10000000,gen-ocean,demersal
Scophthalmidae,Scophthalmus,aquosus,8,21,NA,mainly_animals_(troph._2.8_and_up),hunting_macrofauna_(predator),generalists,4.166666667,4.090000019,genus,4.166666667,flat,NA,NA,rounded,NA,1.064394712,spe,1.099999964,spe,NA,open_water-substratum,39.64999962,0.256264467,spe-fao,46,spe,7,spe-fao,4,49,gen-ocean,10000000,gen-ocean,demersal
Scophthalmidae,Scophthalmus,aquosus,9,21,NA,mainly_animals_(troph._2.8_and_up),hunting_macrofauna_(predator),generalists,4.166666667,4.090000019,genus,4.166666667,flat,NA,NA,rounded,NA,1.064394712,spe,1.099999964,spe,NA,open_water-substratum,39.64999962,0.256264467,spe-fao,46,spe,7,spe-fao,4,49,gen-ocean,10000000,gen-ocean,demersal
Scophthalmidae,Scophthalmus,maximus,24,27,NA,mainly_animals_(troph._2.8_and_up),hunting_macrofauna_(predator),benthivorous,4.36,3.960000038,spe,4.36,flat,short_and_-_or_deep,flattened,rounded,more_or_less_truncate,1.771601439,spe,1.100000024,spe,NA,open_water-substratum,69.39999771,0.298482495,spe-eco,100,spe-SL,25,spe,4,49,spe-ocean,5000000,spe,demersal
Scophthalmidae,Scophthalmus,maximus,25,27,NA,mainly_animals_(troph._2.8_and_up),hunting_macrofauna_(predator),benthivorous,4.36,3.960000038,spe,4.36,flat,short_and_-_or_deep,flattened,rounded,more_or_less_truncate,1.771601439,spe,1.100000024,spe,NA,open_water-substratum,57.14166705,0.245626596,spe-fao,100,spe-SL,25,spe,4,49,spe-ocean,5000000,spe,demersal
Scophthalmidae,Scophthalmus,maximus,22,27,NA,mainly_animals_(troph._2.8_and_up),hunting_macrofauna_(predator),benthivorous,4.36,3.960000038,spe,4.36,flat,short_and_-_or_deep,flattened,rounded,more_or_less_truncate,1.771601439,spe,1.100000024,spe,NA,open_water-substratum,58.80000087,0.266688589,spe-eco,100,spe-SL,25,spe,4,49,spe-ocean,5000000,spe,demersal
Scophthalmidae,Scophthalmus,maximus,23,27,NA,mainly_animals_(troph._2.8_and_up),hunting_macrofauna_(predator),benthivorous,4.36,3.960000038,spe,4.36,flat,short_and_-_or_deep,flattened,rounded,NA,1.771601439,spe,1.100000024,spe,NA,open_water-substratum,45.10000102,0.192978365,spe-eco,100,spe-SL,25,spe,4,49,spe-ocean,5000000,spe,demersal
Scophthalmidae,Scophthalmus,rhombus,22,27,NA,mainly_animals_(troph._2.8_and_up),hunting_macrofauna_(predator),benthivorous,4.42,4.22,spe,4.42,flat,short_and_-_or_deep,NA,rounded,more_or_less_truncate,1.445383549,spe,1.3,spe,NA,open_water-substratum,43.75,0.419154955,spe-ocean,75,spe,5.724999905,spe-eco,4,49,gen-ocean,5000000,spe,demersal
Scophthalmidae,Scophthalmus,rhombus,24,27,NA,mainly_animals_(troph._2.8_and_up),hunting_macrofauna_(predator),benthivorous,4.42,4.22,spe,4.42,flat,short_and_-_or_deep,NA,rounded,more_or_less_truncate,1.445383549,spe,1.3,spe,NA,open_water-substratum,43.75,0.419154955,spe-ocean,75,spe,5.724999905,spe-eco,4,49,gen-ocean,5000000,spe,demersal
Scophthalmidae,Scophthalmus,rhombus,25,27,NA,mainly_animals_(troph._2.8_and_up),hunting_macrofauna_(predator),benthivorous,4.42,4.22,spe,4.42,flat,short_and_-_or_deep,NA,rounded,more_or_less_truncate,1.445383549,spe,1.3,spe,NA,open_water-substratum,43.75,0.419154955,spe-ocean,75,spe,5.724999905,spe-fao,4,49,gen-ocean,5000000,spe,demersal
Scophthalmidae,Scophthalmus,rhombus,23,27,NA,mainly_animals_(troph._2.8_and_up),hunting_macrofauna_(predator),benthivorous,4.42,4.22,spe,4.42,flat,short_and_-_or_deep,NA,rounded,NA,1.445383549,spe,1.3,spe,NA,open_water-substratum,43.75,0.419154955,spe-ocean,75,spe,5.724999905,spe-fao,4,49,gen-ocean,5000000,spe,demersal
Scophthalmidae,Zeugopterus,punctatus,22,27,NA,mainly_animals_(troph._2.8_and_up),hunting_macrofauna_(predator),generalists,NA,3.99,spe,3.99,flat,NA,NA,rounded,NA,0.576830745,spe,2.700000048,spe,NA,nonguarder,58.52222273,0.225108875,fam-eco,25,spe-SL,9.450000095,fam-eco,2.7,NA,fam-ocean,10000000,fam-ocean,NA
Scophthalmidae,Zeugopterus,punctatus,24,27,NA,mainly_animals_(troph._2.8_and_up),hunting_macrofauna_(predator),generalists,NA,3.99,spe,3.99,flat,NA,NA,rounded,NA,0.576830745,spe,#REF!,spe,NA,nonguarder,66.06666565,0.225060437,fam-eco,25,spe-SL,9.450000095,fam-eco,2.7,NA,fam-ocean,10000000,fam-ocean,NA
Scophthalmidae,Zeugopterus,regius,24,27,NA,mainly_animals_(troph._2.8_and_up),hunting_macrofauna_(predator),generalists,NA,3.99,genus,3.99,flat,NA,NA,rounded,NA,1.093944192,spe,#REF!,spe,NA,nonguarder,66.06666565,0.225060437,fam-eco,20,spe,9.450000095,fam-eco,2.7,NA,fam-ocean,10000000,fam-ocean,NA
Scorpaenidae,Neomerinthe,beanorum,5,31,NA,NA,NA,generalists,3.764166667,3.875,family,3.764166667,fusiform_-_normal,NA,NA,rounded,NA,1.133868504,gen,0.9,fam,NA,open_water-substratum,29.66738574,0.178622855,fam-ocean,15.5,spe-SL,12,fam,2,NA,fam-ocean,48851,fam,demersal
Scorpaenidae,Neomerinthe,hemingwayi,5,31,NA,NA,NA,generalists,3.764166667,3.875,family,3.764166667,fusiform_-_normal,NA,NA,rounded,NA,1.509732962,spe,0.9,fam,NA,open_water-substratum,29.66738574,0.178622855,fam-ocean,40,spe,12,fam,2,NA,fam-ocean,48851,fam,demersal
Scorpaenidae,Neomerinthe,hemingwayi,7,21,NA,NA,NA,generalists,3.764166667,3.875,family,3.764166667,fusiform_-_normal,NA,NA,rounded,NA,1.509732962,spe,0.9,fam,NA,open_water-substratum,29.66738574,0.178622855,fam-ocean,40,spe,12,fam,2,NA,fam-ocean,48851,fam,demersal
Scorpaenidae,Neomerinthe,hemingwayi,6,31,NA,NA,NA,generalists,3.764166667,3.875,family,3.764166667,fusiform_-_normal,NA,NA,rounded,NA,1.509732962,spe,0.9,fam,NA,open_water-substratum,29.66738574,0.178622855,fam-ocean,40,spe,12,fam,2,NA,fam-ocean,48851,fam,demersal
Scorpaenidae,Scorpaena,agassizii,7,21,NA,NA,NA,generalists,3.76375,3.891666667,genus,3.76375,fusiform_-_normal,NA,NA,rounded,NA,1.245046076,gen,0.9,gen,NA,open_water-substratum,26.08837622,0.181146362,gen-ocean,20,spe,11,gen,2,NA,gen-ocean,48851,gen,demersal
Scorpaenidae,Scorpaena,agassizii,6,21,NA,NA,NA,generalists,3.76375,3.891666667,genus,3.76375,fusiform_-_normal,NA,NA,rounded,NA,1.245046076,gen,0.9,gen,NA,open_water-substratum,26.08837622,0.181146362,gen-ocean,20,spe,11,gen,2,NA,gen-ocean,48851,gen,demersal
Scorpaenidae,Scorpaena,agassizii,5,31,NA,NA,NA,generalists,3.76375,3.891666667,genus,3.76375,fusiform_-_normal,NA,NA,rounded,NA,1.245046076,gen,0.9,gen,NA,open_water-substratum,26.08837622,0.181146362,gen-ocean,20,spe,11,gen,2,NA,gen-ocean,48851,gen,demersal
Scorpaenidae,Scorpaena,agassizii,6,31,NA,NA,NA,generalists,3.76375,3.891666667,genus,3.76375,fusiform_-_normal,NA,NA,rounded,NA,1.245046076,gen,0.9,gen,NA,open_water-substratum,26.08837622,0.181146362,gen-ocean,20,spe,11,gen,2,NA,gen-ocean,48851,gen,demersal
Scorpaenidae,Scorpaena,brasiliensis,5,31,NA,mainly_animals_(troph._2.8_and_up),hunting_macrofauna_(predator),generalists,3.76,4.09,spe,3.76,fusiform_-_normal,fusiform_-_normal,NA,rounded,more_or_less_truncate,1.036336064,spe,0.9,gen,NA,open_water-substratum,26.08837622,0.181146362,gen-ocean,35,spe,11,gen,2,NA,gen-ocean,48851,gen,reef-associated
Scorpaenidae,Scorpaena,brasiliensis,6,31,NA,mainly_animals_(troph._2.8_and_up),hunting_macrofauna_(predator),generalists,3.76,4.09,spe,3.76,fusiform_-_normal,fusiform_-_normal,NA,rounded,more_or_less_truncate,1.036336064,spe,0.9,gen,NA,open_water-substratum,26.08837622,0.181146362,gen-ocean,35,spe,11,gen,2,NA,gen-ocean,48851,gen,reef-associated
Scorpaenidae,Scorpaena,calcarata,6,31,NA,NA,NA,generalists,3.76375,3.891666667,genus,3.76375,fusiform_-_normal,NA,NA,rounded,NA,0.731549323,spe,0.9,gen,NA,open_water-substratum,26.08837622,0.181146362,gen-ocean,13,spe,11,gen,2,NA,gen-ocean,48851,gen,reef-associated
Scorpaenidae,Scorpaena,calcarata,5,31,NA,NA,NA,generalists,3.76375,3.891666667,genus,3.76375,fusiform_-_normal,NA,NA,rounded,NA,0.731549323,spe,0.9,gen,NA,open_water-substratum,26.08837622,0.181146362,gen-ocean,13,spe,11,gen,2,NA,gen-ocean,48851,gen,reef-associated
Scorpaenidae,Scorpaena,guttata,3,77,NA,NA,NA,generalists,3.76375,3.891666667,genus,3.76375,fusiform_-_normal,NA,NA,rounded,NA,1.5665977,spe,0.9,gen,open_water-substratum_egg_scatterers,open_water-substratum,38.39999898,0.180282363,spe-eco,43,spe,21,spe-ocean,2,NA,spe-ocean,48851,gen,demersal
Scorpaenidae,Scorpaena,loppei,25,27,NA,mainly_animals_(troph._2.8_and_up),hunting_macrofauna_(predator),benthivorous,NA,3.5,spe,3.5,fusiform_-_normal,fusiform_-_normal,NA,rounded,NA,1.245046076,gen,0.9,gen,NA,open_water-substratum,11.67499971,0.507642523,spe-ocean,15,spe,5,spe-eco,1,NA,spe-ocean,103000,gen,demersal
Scorpaenidae,Scorpaena,loppei,24,27,NA,mainly_animals_(troph._2.8_and_up),hunting_macrofauna_(predator),benthivorous,NA,3.5,spe,3.5,fusiform_-_normal,fusiform_-_normal,NA,rounded,NA,1.245046076,gen,0.9,gen,NA,open_water-substratum,11.67499971,0.507642523,spe-ocean,15,spe,5,spe-fao,1,NA,spe-ocean,103000,gen,demersal
Scorpaenidae,Scorpaena,notata,24,27,NA,mainly_animals_(troph._2.8_and_up),hunting_macrofauna_(predator),benthivorous,3.7,3.44,spe,3.7,fusiform_-_normal,fusiform_-_normal,NA,rounded,NA,1.339935184,spe,0.88,spe,NA,open_water-substratum,17.85000006,0.307325473,spe-ocean,24.3,spe,8,spe-fao,2,NA,gen-ocean,15000,spe,demersal
Scorpaenidae,Scorpaena,notata,25,27,NA,mainly_animals_(troph._2.8_and_up),hunting_macrofauna_(predator),benthivorous,3.7,3.44,spe,3.7,fusiform_-_normal,fusiform_-_normal,NA,rounded,NA,1.339935184,spe,0.88,spe,NA,open_water-substratum,17.85000006,0.307325473,spe-ocean,24.3,spe,8,spe-eco,2,NA,gen-ocean,15000,spe,demersal
Scorpaenidae,Scorpaena,plumieri,6,31,NA,mainly_animals_(troph._2.8_and_up),hunting_macrofauna_(predator),generalists,3.56,4.04,spe,3.56,fusiform_-_normal,fusiform_-_normal,NA,rounded,more_or_less_truncate,0.822695732,spe,0.9,gen,NA,open_water-substratum,26.08837622,0.181146362,gen-ocean,45,spe,11,gen,2,NA,gen-ocean,48851,gen,reef-associated
Scorpaenidae,Scorpaena,plumieri,5,31,NA,mainly_animals_(troph._2.8_and_up),hunting_macrofauna_(predator),generalists,3.56,4.04,spe,3.56,fusiform_-_normal,fusiform_-_normal,NA,rounded,more_or_less_truncate,0.822695732,spe,0.9,gen,NA,open_water-substratum,26.08837622,0.181146362,gen-ocean,45,spe,11,gen,2,NA,gen-ocean,48851,gen,reef-associated
Scorpaenidae,Scorpaena,porcus,25,27,NA,mainly_animals_(troph._2.8_and_up),hunting_macrofauna_(predator),benthivorous,3.92,3.78,spe,3.92,fusiform_-_normal,fusiform_-_normal,NA,rounded,NA,1.363899469,spe,0.92,spe,NA,open_water-substratum,26.43853607,0.171115205,spe-ocean,40.5,spe,7,spe-ocean,3,10.80000019,spe-ocean,50000,spe,demersal
Scorpaenidae,Scorpaena,porcus,24,27,NA,mainly_animals_(troph._2.8_and_up),hunting_macrofauna_(predator),benthivorous,3.92,3.78,spe,3.92,fusiform_-_normal,fusiform_-_normal,NA,rounded,NA,1.363899469,spe,0.92,spe,NA,open_water-substratum,26.43853607,0.171115205,spe-ocean,40.5,spe,7,spe-ocean,3,10.80000019,spe-ocean,50000,spe,demersal
Scorpaenidae,Scorpaena,scrofa,25,27,NA,mainly_animals_(troph._2.8_and_up),hunting_macrofauna_(predator),benthivorous,4.25,3.95,spe,4.25,fusiform_-_normal,fusiform_-_normal,NA,rounded,NA,1.487740278,spe,0.88,spe,NA,open_water-substratum,56.60000038,0.080990898,spe-ocean,53.59999847,spe,25,spe-ocean,2,NA,gen-ocean,247407,spe,demersal
Scorpaenidae,Scorpaena,scrofa,24,27,NA,mainly_animals_(troph._2.8_and_up),hunting_macrofauna_(predator),benthivorous,4.25,3.95,spe,4.25,fusiform_-_normal,fusiform_-_normal,NA,rounded,NA,1.487740278,spe,0.88,spe,NA,open_water-substratum,56.60000038,0.080990898,spe-ocean,53.59999847,spe,25,spe-ocean,2,NA,gen-ocean,247407,spe,demersal
Scyliorhinidae,Cephaloscyllium,ventriosum,3,77,NA,mainly_animals_(troph._2.8_and_up),hunting_macrofauna_(predator),generalists,NA,3.86,spe,3.86,elongated,NA,NA,heterocercal,NA,0.652759194,gen,120,fam,open_water-substratum_egg_scatterers,open_water-substratum,83.5,0.15160639,fam-ocean,110,spe,13,fam,5,58,fam-ocean,37.3,fam-ocean,demersal
Scyliorhinidae,Scyliorhinus,canicula,24,27,NA,mainly_animals_(troph._2.8_and_up),hunting_macrofauna_(predator),generalists,3.82,3.67,spe,3.82,elongated,elongated,compressed,heterocercal,heterocercal,0.832713783,spe,80,spe,open_water-substratum_egg_scatterers,open_water-substratum,81.25,0.132279112,spe-eco,100,spe,12,spe-eco,5,58,spe-ocean,76.5,spe-eco,demersal
Scyliorhinidae,Scyliorhinus,canicula,22,27,NA,mainly_animals_(troph._2.8_and_up),hunting_macrofauna_(predator),generalists,3.82,3.67,spe,3.82,elongated,elongated,compressed,heterocercal,heterocercal,0.832713783,spe,80,spe,open_water-substratum_egg_scatterers,open_water-substratum,88,0.200000003,spe-eco,100,spe,12,spe-eco,5,58,spe-ocean,76.5,spe-eco,demersal
Scyliorhinidae,Scyliorhinus,canicula,25,27,NA,mainly_animals_(troph._2.8_and_up),hunting_macrofauna_(predator),generalists,3.82,3.67,spe,3.82,elongated,elongated,compressed,heterocercal,heterocercal,0.832713783,spe,80,spe,open_water-substratum_egg_scatterers,open_water-substratum,83.5,0.15160639,spe-fao,100,spe,12,spe,5,58,spe-ocean,76.5,spe-eco,demersal
Scyliorhinidae,Scyliorhinus,retifer,6,21,NA,mainly_animals_(troph._2.8_and_up),hunting_macrofauna_(predator),generalists,4.048,3.918,genus,4.048,elongated,elongated,NA,heterocercal,heterocercal,1.448294044,spe,120,gen,open_water-substratum_egg_scatterers,open_water-substratum,83.5,0.15160639,gen-ocean,48,spe,13,gen,5,58,gen-ocean,37.3,gen-ocean,demersal
Scyliorhinidae,Scyliorhinus,retifer,7,21,NA,mainly_animals_(troph._2.8_and_up),hunting_macrofauna_(predator),generalists,4.048,3.918,genus,4.048,elongated,elongated,NA,heterocercal,heterocercal,1.448294044,spe,120,gen,open_water-substratum_egg_scatterers,open_water-substratum,83.5,0.15160639,gen-ocean,48,spe,13,gen,5,58,gen-ocean,37.3,gen-ocean,demersal
Scyliorhinidae,Scyliorhinus,retifer,6,31,NA,mainly_animals_(troph._2.8_and_up),hunting_macrofauna_(predator),generalists,4.048,3.918,genus,4.048,elongated,elongated,NA,heterocercal,heterocercal,1.448294044,spe,120,gen,open_water-substratum_egg_scatterers,open_water-substratum,83.5,0.15160639,gen-ocean,48,spe,13,gen,5,58,gen-ocean,37.3,gen-ocean,demersal
Scyliorhinidae,Scyliorhinus,stellaris,25,27,NA,mainly_animals_(troph._2.8_and_up),hunting_macrofauna_(predator),generalists,4.03,3.6,spe,4.03,elongated,elongated,compressed,heterocercal,heterocercal,0.678050041,spe,160,spe,open_water-substratum_egg_scatterers,open_water-substratum,83.5,0.15160639,gen-fao,170,spe,19,spe,5,58,gen-ocean,1.5,spe-ocean,reef-associated
Scyliorhinidae,Scyliorhinus,stellaris,24,27,NA,mainly_animals_(troph._2.8_and_up),hunting_macrofauna_(predator),generalists,4.03,3.6,spe,4.03,elongated,elongated,compressed,heterocercal,heterocercal,0.678050041,spe,160,spe,open_water-substratum_egg_scatterers,open_water-substratum,81.25,0.132279112,gen-eco,170,spe,19,spe,5,58,gen-ocean,1.5,spe-ocean,reef-associated
Scyliorhinidae,Scyliorhinus,stellaris,22,27,NA,mainly_animals_(troph._2.8_and_up),hunting_macrofauna_(predator),generalists,4.03,3.6,spe,4.03,elongated,elongated,compressed,heterocercal,heterocercal,0.678050041,spe,160,spe,open_water-substratum_egg_scatterers,open_water-substratum,88,0.200000003,gen-eco,170,spe,19,spe,5,58,gen-ocean,1.5,spe-ocean,reef-associated
Sebastidae,Adelosebastes,latens,53,61,NA,NA,NA,generalists,3.771904762,3.710526316,family,3.771904762,fusiform_-_normal,NA,NA,more_or_less_truncate,NA,1.592347136,fam,0.959999979,fam,NA,bearer,34.33333302,0.142597045,fam-fao,30,spe-SL,70,fam,4,NA,fam-fao,218182.4167,fam-eco,bathydemersal
Sebastidae,Adelosebastes,latens,65,61,NA,NA,NA,generalists,3.771904762,3.710526316,family,3.771904762,fusiform_-_normal,NA,NA,more_or_less_truncate,NA,1.592347136,fam,0.959999979,fam,NA,bearer,34.33333302,0.142597045,fam-fao,46,spe-SL,70,fam,4,NA,fam-fao,369327.75,fam-eco,bathydemersal
Sebastidae,Helicolenus,dactylopterus,59,27,NA,mainly_animals_(troph._2.8_and_up),hunting_macrofauna_(predator),generalists,3.54,3.8,spe,3.54,fusiform_-_normal,fusiform_-_normal,NA,more_or_less_truncate,NA,2.122099161,spe,2.8,spe,Open_water-substratum_egg_scatterers,open_water-substratum,44.60020937,0.074189905,spe-fao,50,spe,43,spe-eco,13,32,spe-ocean,230055,spe-eco,bathydemersal
Sebastidae,Helicolenus,dactylopterus,22,27,NA,mainly_animals_(troph._2.8_and_up),hunting_macrofauna_(predator),generalists,3.54,3.8,spe,3.54,fusiform_-_normal,fusiform_-_normal,NA,more_or_less_truncate,NA,2.122099161,spe,2.8,spe,Open_water-substratum_egg_scatterers,open_water-substratum,44.60020937,0.074189905,spe-fao,50,spe,43,spe-eco,13,32,spe-ocean,230055,spe-eco,bathydemersal
Sebastidae,Helicolenus,dactylopterus,24,27,NA,mainly_animals_(troph._2.8_and_up),hunting_macrofauna_(predator),generalists,3.54,3.8,spe,3.54,fusiform_-_normal,fusiform_-_normal,NA,more_or_less_truncate,NA,2.122099161,spe,2.8,spe,Open_water-substratum_egg_scatterers,open_water-substratum,34.60146713,0.097999997,spe-eco,50,spe,43,spe-eco,13,32,spe-ocean,230055,spe-eco,bathydemersal
Sebastidae,Helicolenus,dactylopterus,7,21,NA,mainly_animals_(troph._2.8_and_up),hunting_macrofauna_(predator),generalists,3.54,3.8,spe,3.54,fusiform_-_normal,fusiform_-_normal,NA,more_or_less_truncate,NA,2.122099161,spe,2.8,spe,Open_water-substratum_egg_scatterers,open_water-substratum,34.10000038,0.072877381,spe-fao,50,spe,43,spe-ocean,13,32,spe-ocean,230055,spe-ocean,bathydemersal
Sebastidae,Helicolenus,dactylopterus,6,21,NA,mainly_animals_(troph._2.8_and_up),hunting_macrofauna_(predator),generalists,3.54,3.8,spe,3.54,fusiform_-_normal,fusiform_-_normal,NA,more_or_less_truncate,NA,2.122099161,spe,2.8,spe,Open_water-substratum_egg_scatterers,open_water-substratum,34.10000038,0.072877381,spe-fao,50,spe,43,spe-ocean,13,32,spe-ocean,230055,spe-ocean,bathydemersal
Sebastidae,Helicolenus,dactylopterus,6,31,NA,mainly_animals_(troph._2.8_and_up),hunting_macrofauna_(predator),generalists,3.54,3.8,spe,3.54,fusiform_-_normal,fusiform_-_normal,NA,more_or_less_truncate,NA,2.122099161,spe,2.8,spe,Open_water-substratum_egg_scatterers,open_water-substratum,34.10000038,0.072877381,spe-fao,50,spe,43,spe-ocean,13,32,spe-ocean,230055,spe-ocean,bathydemersal
Sebastidae,Helicolenus,dactylopterus,25,27,NA,mainly_animals_(troph._2.8_and_up),hunting_macrofauna_(predator),generalists,3.54,3.8,spe,3.54,fusiform_-_normal,fusiform_-_normal,NA,more_or_less_truncate,NA,2.122099161,spe,2.8,spe,Open_water-substratum_egg_scatterers,open_water-substratum,44.60020937,0.074189905,spe-fao,50,spe,43,spe-ocean,13,32,spe-ocean,230055,spe-eco,bathydemersal
Sebastidae,Helicolenus,dactylopterus,8,21,NA,mainly_animals_(troph._2.8_and_up),hunting_macrofauna_(predator),generalists,3.54,3.8,spe,3.54,fusiform_-_normal,fusiform_-_normal,NA,more_or_less_truncate,NA,2.122099161,spe,2.8,spe,Open_water-substratum_egg_scatterers,open_water-substratum,34.10000038,0.072877381,spe-fao,50,spe,43,spe-ocean,13,32,spe-ocean,230055,spe-ocean,bathydemersal
Sebastidae,Sebastes,aleutianus,1,67,NA,mainly_animals_(troph._2.8_and_up),hunting_macrofauna_(predator),generalists,3.52,3.66,spe,3.52,fusiform_-_normal,fusiform_-_normal,NA,more_or_less_truncate,more_or_less_truncate,1.894390702,spe,6.3,gen,internal_live_bearers,internal_bearer,45.64999962,0.128895488,gen-eco,97,spe,205,spe,6.539999962,27.38000031,gen-fao,218182.4167,gen-eco,bathydemersal
Sebastidae,Sebastes,aleutianus,65,67,NA,mainly_animals_(troph._2.8_and_up),hunting_macrofauna_(predator),generalists,3.52,3.66,spe,3.52,fusiform_-_normal,fusiform_-_normal,NA,more_or_less_truncate,more_or_less_truncate,1.894390702,spe,6.3,gen,internal_live_bearers,internal_bearer,43.95632439,0.118650633,gen-fao,97,spe,205,spe,6.539999962,27.38000031,gen-fao,218182.4167,gen-eco,bathydemersal
Sebastidae,Sebastes,aleutianus,2,67,NA,mainly_animals_(troph._2.8_and_up),hunting_macrofauna_(predator),generalists,3.52,3.66,spe,3.52,fusiform_-_normal,fusiform_-_normal,NA,more_or_less_truncate,more_or_less_truncate,1.894390702,spe,6.3,gen,internal_live_bearers,internal_bearer,47.55693779,0.11396095,gen-eco,97,spe,205,spe,9.199999809,36.5,gen-eco,277573.625,gen-eco,bathydemersal
Sebastidae,Sebastes,aleutianus,65,61,NA,mainly_animals_(troph._2.8_and_up),hunting_macrofauna_(predator),generalists,3.52,3.66,spe,3.52,fusiform_-_normal,fusiform_-_normal,NA,more_or_less_truncate,more_or_less_truncate,1.894390702,spe,6.3,gen,internal_live_bearers,internal_bearer,27.30000019,0.302794446,gen-fao,97,spe,205,spe,4,NA,gen-fao,277573.625,gen-eco,bathydemersal
Sebastidae,Sebastes,aleutianus,53,61,NA,mainly_animals_(troph._2.8_and_up),hunting_macrofauna_(predator),generalists,3.52,3.66,spe,3.52,fusiform_-_normal,fusiform_-_normal,NA,more_or_less_truncate,more_or_less_truncate,1.894390702,spe,6.3,gen,internal_live_bearers,internal_bearer,27.30000019,0.302794446,gen-fao,97,spe,205,spe,4,NA,gen-fao,358358.5889,gen-ocean,bathydemersal
